Frame,Timestamp,Value
0,0.0494894,Bonsai.Shaders.FrameEvent
1,0.1755559,Bonsai.Shaders.FrameEvent
2,0.1973623,Bonsai.Shaders.FrameEvent
3,0.2116216,Bonsai.Shaders.FrameEvent
4,0.2301512,Bonsai.Shaders.FrameEvent
5,0.250062,Bonsai.Shaders.FrameEvent
6,0.2716996,Bonsai.Shaders.FrameEvent
7,0.2772837,Bonsai.Shaders.FrameEvent
8,0.3375176,Bonsai.Shaders.FrameEvent
9,0.3434306,Bonsai.Shaders.FrameEvent
10,0.3622369,Bonsai.Shaders.FrameEvent
11,0.3836131,Bonsai.Shaders.FrameEvent
12,0.4091495,Bonsai.Shaders.FrameEvent
13,0.4155297,Bonsai.Shaders.FrameEvent
14,0.4304153,Bonsai.Shaders.FrameEvent
15,0.4509996,Bonsai.Shaders.FrameEvent
16,0.4681653,Bonsai.Shaders.FrameEvent
17,0.4802275,Bonsai.Shaders.FrameEvent
18,0.5009699,Bonsai.Shaders.FrameEvent
19,0.5160039,Bonsai.Shaders.FrameEvent
20,0.5317445,Bonsai.Shaders.FrameEvent
21,0.5522085,Bonsai.Shaders.FrameEvent
22,0.5680819,Bonsai.Shaders.FrameEvent
23,0.5801762,Bonsai.Shaders.FrameEvent
24,0.5958968,Bonsai.Shaders.FrameEvent
25,0.6151258,Bonsai.Shaders.FrameEvent
26,0.6311031,Bonsai.Shaders.FrameEvent
27,0.6456372,Bonsai.Shaders.FrameEvent
28,0.6634609,Bonsai.Shaders.FrameEvent
29,0.678309,Bonsai.Shaders.FrameEvent
30,1.0638312,Bonsai.Shaders.FrameEvent
31,1.0649318,Bonsai.Shaders.FrameEvent
32,1.0786107,Bonsai.Shaders.FrameEvent
33,1.0960088,Bonsai.Shaders.FrameEvent
34,1.1116466,Bonsai.Shaders.FrameEvent
35,1.1281874,Bonsai.Shaders.FrameEvent
36,1.1457827,Bonsai.Shaders.FrameEvent
37,1.1646822,Bonsai.Shaders.FrameEvent
38,1.1789259,Bonsai.Shaders.FrameEvent
39,1.1979161,Bonsai.Shaders.FrameEvent
40,1.2157439,Bonsai.Shaders.FrameEvent
41,1.2326456,Bonsai.Shaders.FrameEvent
42,1.245912,Bonsai.Shaders.FrameEvent
43,1.2626595,Bonsai.Shaders.FrameEvent
44,1.2801128,Bonsai.Shaders.FrameEvent
45,1.3017964,Bonsai.Shaders.FrameEvent
46,1.314225,Bonsai.Shaders.FrameEvent
47,1.3302297,Bonsai.Shaders.FrameEvent
48,1.3460025,Bonsai.Shaders.FrameEvent
49,1.3629913,Bonsai.Shaders.FrameEvent
50,1.3893704,Bonsai.Shaders.FrameEvent
51,1.3983017,Bonsai.Shaders.FrameEvent
52,1.4150005,Bonsai.Shaders.FrameEvent
53,1.4309742,Bonsai.Shaders.FrameEvent
54,1.4487688,Bonsai.Shaders.FrameEvent
55,1.4677058,Bonsai.Shaders.FrameEvent
56,1.4823995,Bonsai.Shaders.FrameEvent
57,1.5009683,Bonsai.Shaders.FrameEvent
58,1.5211491,Bonsai.Shaders.FrameEvent
59,1.5357976,Bonsai.Shaders.FrameEvent
60,1.5477967,Bonsai.Shaders.FrameEvent
61,1.5802467,Bonsai.Shaders.FrameEvent
62,1.5865056,Bonsai.Shaders.FrameEvent
63,1.6086575,Bonsai.Shaders.FrameEvent
64,1.6166544,Bonsai.Shaders.FrameEvent
65,1.6305045,Bonsai.Shaders.FrameEvent
66,1.6497815,Bonsai.Shaders.FrameEvent
67,1.6679867,Bonsai.Shaders.FrameEvent
68,1.6861084,Bonsai.Shaders.FrameEvent
69,1.7019301,Bonsai.Shaders.FrameEvent
70,1.7182362,Bonsai.Shaders.FrameEvent
71,1.7335882,Bonsai.Shaders.FrameEvent
72,1.7482999,Bonsai.Shaders.FrameEvent
73,1.766417,Bonsai.Shaders.FrameEvent
74,1.7809673,Bonsai.Shaders.FrameEvent
75,1.795814,Bonsai.Shaders.FrameEvent
76,1.8218808,Bonsai.Shaders.FrameEvent
77,1.8345056,Bonsai.Shaders.FrameEvent
78,1.8494632,Bonsai.Shaders.FrameEvent
79,1.8629006,Bonsai.Shaders.FrameEvent
80,1.8804049,Bonsai.Shaders.FrameEvent
81,1.8976439,Bonsai.Shaders.FrameEvent
